no,업체명,제품명,주성분,첨가제,허가일,제조/수입,모양,장축,단축,수입제조국,주성분영문
4208,대원제약(주),오라민-지연질캡슐(수출용),인삼가루/알로에엑스/레시틴/레티놀아세테이트/에르고칼시페롤/토코페롤아세테이트/티아민질산염/리보플라빈/피리독신염산염/아스코르브산/니코틴산아미드/판토텐산칼슘/시아노코발라민/푸마르산철/황산제이구리수화물/산화마그네슘/산화아연/인산수소칼슘수화물/황산망간수화물/황산칼륨,"콩기름,황색5호,폴리소르베이트80,분획야자유,젤라틴,소르비톨액(비결정성),산화티탄,숙신산젤라틴,카르나우바납,적색40호,팜유,백납,정제수,농글리세린,청색1호",1996-07-27,제조,,,,,Ginseng Powder/Aloe Extract/Lecithin/Retinol Acetate/Ergocalciferol/Tocopherol Acetate/Thiamine Nitrate/Riboflavin/Pyridoxine Hydrochloride/Ascorbic Acid/Nicotinamide/Calcium Pantothenate/Cyanocobalamin/Ferrous Fumarate/Cupric Sulfate Hydrate/Magnesium Oxide/Zinc Oxide/Dibasic Calcium Phosphate Hydrate/Manganese Sulfate Hydrate/Potassium Sulfate
4209,대원제약(주),오라민연질캅셀,레티놀팔미테이트/에르고칼시페롤/토코페롤아세테이트/아스코르브산/티아민염산염/리보플라빈/피리독신염산염/판토텐산칼슘/니코틴산아미드/시아노코발라민/폴산,"콩기름,레시틴,파라옥시벤조산프로필,에틸바닐린,젤라틴,산화티탄,황색203호,적색40호,D-소르비톨액,파라옥시벤조산메틸,백납,정제가공유지(야자경화유),농글리세린,청색1호",1996-06-17,제조,,,,,Retinol Palmitate/Ergocalciferol/Tocopherol Acetate/Ascorbic Acid/Thiamine Hydrochloride/Riboflavin/Pyridoxine Hydrochloride/Calcium Pantothenate/Nicotinamide/Cyanocobalamin/Folic Acid
4210,동국제약(주),오라비텐정,피리독신염산염/d-비오틴/시아노코발라민/토코페롤아세테이트 2배산/폴산/벤포티아민/니코틴산아미드/판토텐산칼슘/산화아연/아스코르브산과립/우르소데옥시콜산/이노시톨/리보플라빈/콜린타르타르산염/셀레늄함유건조효모,"미결정셀룰로오스,히프로멜로오스,오파드라이II갈색(85F465001),유당수화물,콜로이드성이산화규소,스테아르산마그네슘,카르나우바납,전분글리콜산나트륨,히드록시프로필셀룰로오스",2015-09-22,제조,장방형,17.8,8.2,,Pyridoxine Hydrochloride/D-Biotin/Cyanocobalamin/Tocopherol Acetate Powder 50%/Folic Acid/Benfotiamine/Nicotinamide/Calcium Pantothenate/Zinc Oxide/Ascorbic Acid Granules/Ursodeoxycholic Acid/Inositol/Riboflavin/Choline Tartrate/Selenium In Dried Yeast
4211,동국제약(주),"오라센스액(플루르비프로펜), 오라센스액(페퍼민트)(플루르비프로펜)",플루르비프로펜,"수산화나트륨,D-소르비톨 액,글리세린,파라옥시벤조산프로필,페퍼민트향10,수크랄로스,L-멘톨,쿨민트향 314200,파라옥시벤조산메틸,폴리옥실40경화피마자유,에탄올,정제수",2020-10-15,제조,,,,,Flurbiprofen
4212,(주)바이넥스,오라테오캡슐(결정글루코사민황산염),결정글루코사민황산염,"유당수화물,상부 연녹색, 하부 연녹색,스테아르산마그네슘",2000-10-16,제조,장방형,17.4,5.0,,Crystallized Glucosamine Sulfate
4213,(주)유유제약,오로친에스정,클로르페니라민말레산염/dl-메틸에페드린염산염/인진호탕 건조엑스(10→1),"미결정셀룰로오스,크로스포비돈,유당수화물,폴리에틸렌글리콜6000,콜로이드성이산화규소,스테아르산마그네슘,오파드라이II검은색(85G67705)",2004-12-18,제조,원형,8.5,8.5,,Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Artemisiae Capillaris Herba Decoction Dried Extract (10→1)
4214,(주)유유제약,오로친에프정,글리시리진산이칼륨/제피아스코르브산/피리독신염산염/판토텐산칼슘/리보플라빈부티레이트/클로르페니라민말레산염,"적색3호,미결정셀룰로오스,히프로멜로오스,황색4호,유당수화물,폴리에틸렌글리콜6000,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,경질무수규산,탤크,적색40호,전분글리콜산나트륨,히드록시프로필셀룰로오스,청색1호",2015-09-04,제조,원형,9.0,9.0,,Dipotassium Glycyrrhizinate/Ascorbic Acid Coated/Pyridoxine Hydrochloride/Calcium Pantothenate/Riboflavin Butyrate/Chlorpheniramine Maleate
4215,신일제약(주),오로페롤연질캡슐100밀리그램(토코페롤아세테이트),토코페롤아세테이트,"콩기름,젤라틴,황색 4호,황색 5호,산화티탄,청색 1호,농글리세린,황색 203호",1980-03-18,제조,타원형,14.75,8.76,,Tocopherol Acetate
4216,주식회사제뉴원사이언스,오리지날트리플안티바이오틱연고(수출용),폴리믹신B황산염/네오마이신황산염/바시트라신아연,"토코페롤아세테이트,유동파라핀,백색바셀린",2015-02-27,제조,,,,,Polymyxin B Sulfate/Neomycin Sulfate/Bacitracin Zinc
4217,대우제약(주),오리지널릴리프점안액(테트라히드로졸린염산염)(수출용),테트라히드로졸린염산염,"붕산,염화나트륨,에데트산나트륨수화물,벤잘코늄염화물,염산,멸균정제수,붕사",2013-09-02,제조,,,,,Tetrahydrozoline Hydrochloride
4218,(주)에이프로젠바이오로직스,오메코에프정,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"미결정셀룰로오스,히프로멜로오스,유당수화물,이산화규소,산화티탄,폴리에틸렌글리콜6000,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",2023-12-15,제조,,,,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
4219,(주)에이프로젠바이오로직스,오메코프에스캡슐,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물,"유당수화물,스테아르산마그네슘,경질무수규산,탤크,전분글리콜산나트륨,캡슐",2010-12-03,제조,장방형,19.1,6.63,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate
4220,(주)에이프로젠바이오로직스,오메콜에프캡슐,아세트아미노펜/덱스트로메토르판브롬화수소산염수화물/dl-메틸에페드린염산염/구아이페네신/클로르페니라민말레산염/카페인무수물,"유당수화물,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,캡슐",2013-10-04,제조,장방형,19.0,6.75,,Acetaminophen/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Guaifenesin/Chlorpheniramine Maleate/Anhydrous Caffeine
4221,(주)오스코리아제약,오무조외용액(테르비나핀염산염),테르비나핀염산염,"이소프로판올,에탄올,정제수",2020-09-18,제조,,,,,Terbinafine Hydrochloride
4222,대화제약(주),"오비스정(알벤다졸)(수출용)(수출명:ZENTENE-F,ALBENDAZOLE)",알벤다졸,"스테비오사이드,크로스카르멜로오스나트륨,폴리소르베이트80,크로스포비돈,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,포비돈,스테아르산마그네슘,스트로베리미크론,옥수수전분,전분글리콜산나트륨",2005-08-25,제조,원형,13.5,13.5,,Albendazole
4223,(주)동구바이오제약,오세라티정(세라티오펩티다제)(수출용),세라티오펩티다제,"프로필렌글리콜,미결정셀룰로오스,유당,산화티탄,카르나우바납,옥수수전분,스테아린산마그네슘,프탈산히드록시프로필메칠셀룰로오스200731,식약청인정타르색소",2007-08-20,제조,,,,,Serratiopeptidase
4224,(주)오스코리아제약,오스게이트정(알마게이트),알마게이트,"유당수화물,콜로이드성이산화규소,스테아르산마그네슘,전분글리콜산나트륨",2018-12-06,제조,장방형,13.3,8.3,,Almagate
4225,삼진제약(주),오스테민캡슐(결정글루코사민황산염),결정글루코사민황산염,"상부 적색, 하부 미황색의 경질캡슐,유당수화물,스테아르산마그네슘,옥수수전분",1988-02-27,제조,장방형,19.3,6.7,,Crystallized Glucosamine Sulfate
4226,(주)오스코리아제약,오스테인캡슐200밀리그램(아세틸시스테인),아세틸시스테인,"유당수화물,스테아르산마그네슘,옥수수전분,캡슐",2014-10-31,제조,장방형,19.1,6.63,,Acetylcysteine
4227,대한뉴팜(주),오스텐캡슐(결정글루코사민황산염)(수출용),결정글루코사민황산염,"(상·하)파란색경질캡슐,미결정셀룰로오스,유당수화물,경질무수규산(Tixosil73K),스테아르산마그네슘,탤크,카르복시메틸셀룰로오스칼슘,옥수수전분",2004-02-14,제조,,,,,Crystallized Glucosamine Sulfate
4228,오스템파마주식회사,오스템클로르헥시딘액0.12%(클로르헥시딘글루콘산염액),클로르헥시딘글루콘산염 액,"프로필렌글리콜,시트르산수화물,네오탐,폴록사머,폴리옥실40경화피마자유,암모니아수,정제수,조합향료(민트향43)",2020-04-29,제조,,,,,Chlorhexidine Gluconate Solution
4229,오스틴제약(주),오스틴갈근탕플러스액,작약/육계/감초/갈근/마황/대추/건강/아세트아미노펜,"시트르산수화물,벤조산나트륨,이성화당55%,l-멘톨,정제수",2022-08-12,제조,,,,,Peony Root/Cinnamon Bark/Licorice/Pueraria Root/Ephedra Herb/Jujube/Ginger/Acetaminophen
4230,오스틴제약(주),오스틴아시클로버크림,아시클로버,"프로필렌글리콜,시트르산수화물,폴리소르베이트 60,파라옥시벤조산프로필,세탄올,스테아릴알코올,경질유동파라핀,소르비탄스테아레이트,파라옥시벤조산메틸,정제수",2002-03-07,제조,,,,,Acyclovir
4231,오스틴제약(주),오스틴암브록솔염산염정,암브록솔염산염,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,유당수화물,이산화규소,스테아르산마그네슘",1994-06-30,제조,원형,9.3,9.3,,Ambroxol Hydrochloride
4232,오스틴제약(주),오스틴엘시스틴연질캡슐500밀리그램,L-시스틴,"적색3호,중쇄트리글리세리드,콩기름,레시틴,황색5호,에틸바닐린,젤라틴,산화티탄,카르나우바납,폴리소르베이트 80,황색203호,백납,농글리세린",2004-07-31,제조,장방형,24.5,8.0,,L-Cystine
4233,오스틴제약(주),오스틴이부프로펜정400밀리그램,이부프로펜,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,히프로멜로오스,이산화규소,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,탤크",1987-05-01,제조,장방형,14.3,8.2,,Ibuprofen
4234,오스틴제약(주),오스틴퓨시드산나트륨연고(수출명: FURCIDATE Ointment 10g),퓨시드산나트륨,"정제라놀린,스쿠알란,토코페롤아세테이트,세탄올,경질유동파라핀,세테아릴알코올,백색바셀린",2000-12-30,제조,,,,,Sodium Fusidate
4235,(주)옵투스제약,오에수트레할로스점안액(트레할로스수화물)(1회용),트레할로스수화물,"염화나트륨,트로메타몰,염산,주사용수,히알루론산나트륨",2021-01-25,제조,,,,,Trehalose Hydrate
4236,(주)옵투스제약,오에수화인클점안액(1회용),나파졸린염산염/글리시리진산이칼륨/콘드로이틴설페이트나트륨/판테놀/시아노코발라민/피리독신염산염,"시트르산수화물,수산화나트륨,염화나트륨,시트르산나트륨수화물,L-멘톨,주사용수",2012-10-26,제조,,,,,Naphazoline Hydrochloride/Dipotassium Glycyrrhizinate/Sodium Chondroitin Sulfate/Panthenol/Cyanocobalamin/Pyridoxine Hydrochloride
4237,동광제약(주),오이비탄에스연질캅셀(수출용),카르두스마리아누스엑스/티아민염산염/리보플라빈/피리독신염산염/니코틴산아미드/판토텐산칼슘,"콩기름,레시틴,황색5호,에칠바닐린,분획야자유,젤라틴,소르비톨액(비결정성),산화티탄,카르나우바납,황납,황색203호,경화유,농글리세린,청색1호",2000-09-21,제조,,,,,Cardus Marianus Extract/Thiamine Hydrochloride/Riboflavin/Pyridoxine Hydrochloride/Nicotinamide/Calcium Pantothenate
4238,한림제약(주),오지아-제스토판캡슐(수출용),펩신/파파인/디아스타제/셀룰라제Ⅱ/판크레아틴/판크레리파아제,"적색3호,수산화나트륨,콜로이드성 이산화규소,저치환도히드록시프로필셀룰로오스,황색5호,미결정셀룰로오스,히프로멜로오스,메타아크릴산·아크릴산에틸공중합체,디메치콘,유당수화물,폴리에틸렌글리콜6000,산화티탄,콜로이드성이산화규소,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,황색203호,트리에틸시트레이트,탤크,청색1호,캡슐",2008-06-25,제조,,,,,Pepsin/Papain/Diastase/Cellulase II/Pancreatin/Pancrelipase
4239,조아제약(주),오케이에어로솔,테르비나핀염산염/리도카인/디펜히드라민/에녹솔론,"시트르산수화물,디이소프로판올아민,부틸히드록시톨루엔,에탄올(99.5),액화석유가스",2017-03-14,제조,,,,,Terbinafine Hydrochloride/Lidocaine/Diphenhydramine/Enoxolone
4240,조아제약(주),오케이원스외용액(테르비나핀염산염),테르비나핀염산염,"프로필렌글리콜,폴리에틸렌글리콜400,피브이엠.엠에이공중합체,에탄올96%,히드록시프로필셀룰로오스,농글리세린,라벤다향,정제수",2016-10-24,제조,,,,,Terbinafine Hydrochloride
4241,조아제약(주),오케이크림(테르비나핀염산염),테르비나핀염산염,"파라옥시벤조산프로필,트롤아민,이소프로필팔미테이트,염화나트륨,세탄올,디스테아릴디모늄염화물,백색바셀린,디메티콘,파라옥시벤조산메틸,농글리세린,정제수",2000-09-15,제조,,,,,Terbinafine Hydrochloride
4242,조아제약(주),오케이파워겔,테르비나핀염산염/리도카인/에녹솔론/디펜히드라민염산염/이소프로필메틸페놀,"디이소프로판올아민,체리블라섬(HP-AE38101),프로필렌글리콜,카보머940,폴리옥시40·경화피마자유,에탄올,정제수",2019-05-14,제조,,,,,Terbinafine Hydrochloride/Lidocaine/Enoxolone/Diphenhydramine Hydrochloride/Isopropyl Methylphenol
4243,(주)오스코리아제약,오코티펜점안액(케토티펜푸마르산염)(수출용),케토티펜푸마르산염,"수산화나트륨,벤잘코늄염화물,멸균정제수,농글리세린",2015-08-03,제조,,,,,Ketotifen Fumarate
4244,주식회사제뉴원사이언스,오큐리스점안액(트레할로스수화물)(1회용),트레할로스수화물,"염화나트륨,트로메타몰,염산,주사용수,히알루론산나트륨",2022-07-08,제조,,,,,Trehalose Hydrate
4245,(주)바슈헬스코리아,오큐바이트프리저비전정,토코페롤아세테이트 2배산/β-카로틴10%/아스코르브산 과립90%/산화제이구리/산화아연,"스테아르산,미결정셀룰로오스,크로스포비돈,오파드라이오렌지Y-5-13043,유당,이산화규소,스테아르산마그네슘,구연산트리에칠,폴리소르베이트 80",2005-07-15,수입,타원형,19.0,9.0,미국,Tocopherol Acetate Powder 50%/Beta-Carotene 10%/Ascorbic Acid Granules 90%/Cupric Oxide/Zinc Oxide
4246,(주)휴온스메디텍,오큐시스리커버리점안액(폴리데옥시리보뉴클레오티드나트륨)(1회용),폴리데옥시리보뉴클레오티드나트륨,"인산이수소나트륨이수화물,염화나트륨,인산수소나트륨수화물,에데트산나트륨수화물,주사용수,히알루론산나트륨",2023-06-26,제조,,,,,Polydeoxyribonucleotide Sodium
4247,(주)휴온스메디텍,오큐시스모이스처점안액1.0%(카르복시메틸셀룰로오스나트륨)(1회용),카르복시메틸셀룰로오스나트륨,"염화칼륨,염화칼슘수화물,염화나트륨,락트산나트륨 액,주사용수",2023-05-15,제조,,,,,Carboxymethylcellulose Sodium
4248,(주)휴온스메디텍,오큐시스점안액(트레할로스수화물)(1회용),트레할로스수화물,"염화나트륨,트로메타몰,염산,주사용수,히알루론산나트륨",2019-07-12,제조,,,,,Trehalose Hydrate
4249,(주)글락소스미스클라인컨슈머헬스케어코리아,오트리빈0.05%비강분무액(자일로메타졸린염산염),자일로메타졸린염산염,"인산일수소나트륨,히드록시프로필메칠셀룰로오스,인산이수소나트륨,염화나트륨,벤잘코늄염화물,에데트산나트륨,소르비톨액(70%)(비결정성),정제수",2002-12-30,수입,,,,스위스,Xylometazoline Hydrochloride
